locale;category_id;name;name_slug;singular_name;singular_name_slug
es_ES;e3cf0a6a-0ae3-4562-9a5c-d97875944d94;Alarmas;alarmas;;
es_ES;bed0f06d-7d9d-4483-b526-6ac714cf2d53;Termostatos Inteligentes;termostatos-inteligentes;;
es_ES;9faf2812-81dc-48ac-abad-10fd9266e74f;Estaciones Climatológicas;estaciones-climatologicas;;
es_ES;47d83eea-303a-497a-99e5-381f878fad84;Sensores y Detectores de Movimiento;sensores-y-detectores-de-movimiento;;
es_ES;8bce8291-4953-4e82-aa3c-965c1bd3108c;Patinetes;patinetes;;
es_ES;695ed973-356c-4bad-b525-bde7dbae302c;Vehículos eléctricos;vehiculos-electricos;;
es_ES;b126e449-4da0-4dd1-a75f-343a774f81c4;Funko;funko;;
en_GB;f2017a3f-f74e-471c-b83b-addf05e9c38c;Pets;pets;;
es_ES;ea15b806-ee60-4247-869d-ac15a744aefa;Ordenadores Todo en uno;ordenadores-todo-en-uno;;
it_IT;5fa5ba62-f230-4184-ba88-d10e15bf024d;Dischi rigidi;dischi-rigidi;Hard Disk;hard-disk
en_GB;caf4cbb7-1dfb-40a9-9657-209f6e784e66;Laptops;laptops;;
es_ES;b4835c48-0a9f-4d61-bb41-7024679147bb;Sistemas Operativos;sistemas-operativos;;
es_ES;4511a66b-129a-4100-bf06-a79228651a47;Software Aplicaciones;software-aplicaciones;;
es_ES;426ec5f2-8538-4bca-8f2e-6d48a22958fe;Juegos Para PC;juegos-para-pc;;
es_ES;65126c55-ebb9-477a-8d4c-fb9e7a9f5687;Volantes;volantes;;
es_ES;2f204ef1-ae68-4509-9e29-57b7c7538d17;Joysticks;joysticks;;
es_ES;2f6809cc-2218-4f1c-8acd-ecb94d5e968d;Gamepads;gamepads;;
es_ES;e05ff19d-b673-4cc7-b882-4cd254272ea1;Mundo DJ;mundo-dj;;
es_ES;847fdfd0-31c2-42bc-81ea-b7f0b3b9945d;Reproductores MP3/MP4;reproductores-mp3-mp4;;
